Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,Latency,Throughput,area,avg_power,sum_power,Throughput_per_watt_area,Throughput_per_watt_avg,Throughput_per_watt_sum
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-72B,1024,1,40.459191325935535,50.61890593663872,,879144.8518518518,,,5.7577435424906195e-05,
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-72B,2048,1,83.13042395701632,49.27197294359873,,873196.7627627627,,,5.6427113618360204e-05,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,128,1,3.992128569050692,64.12619122156066,,1003829.0,,,6.38815886187395e-05,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,256,1,6.942778810975142,73.7456879932039,,1112783.75,,,6.627135595141815e-05,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,512,1,14.196416276041418,72.13088008190867,,1094420.403508772,,,6.590783564583876e-05,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,1024,1,27.464893548050895,74.56792054980824,,1118573.9090909092,,,6.666338267304242e-05,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-72B,2048,1,56.03159054799471,73.10161928192113,,1114572.1339285714,,,6.558715856663067e-05,
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,128,1,0.935657090973109,273.60451010289785,,719602.75,,,0.00038021604295272336,
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,256,1,1.8722829619655386,273.4629382422506,,713945.25,,,0.00038303068511521095,
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,512,1,3.764138070982881,272.04103055991675,,713931.375,,,0.00038104647041169295,
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,1024,1,7.6172575410455465,268.8631687932782,,719280.0322580645,,,0.00037379484586722825,
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,2048,1,15.941650470951572,256.93700959405777,,711946.09375,,,0.0003608939101564637,
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,128,16,1.1195632698945701,3658.5694709203194,,781580.6,,,0.004680988078414842,
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,256,16,2.3066354079637676,3551.4932146262618,,769431.7,,,0.0046157355027434685,
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,512,16,4.882039904012345,3355.974207940143,,762271.15,,,0.004402599006849653,
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,1024,16,10.856171514024027,3018.3753045601966,,760076.25,,,0.003971148032266759,
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,2048,16,30.870259941904806,2122.949405781913,,719426.0,,,0.0029508933591250704,
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,128,32,1.31950674590189,6208.380537229253,,826892.8333333334,,,0.007508083619738615,
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,256,32,2.7502385660773143,5957.30137817412,,805754.3636363636,,,0.007393446001693198,
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,512,32,6.0452309410320595,5420.47116473035,,788007.76,,,0.006878702774107644,
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,128,64,1.7064894249197096,9600.99708837684,,866024.2857142857,,,0.011086290819729219,
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,256,64,3.633012513979338,9019.512009362255,,856833.9333333333,,,0.010526557899351311,
Habana Gaudi2,1,Deepspeed,Qwen/Qwen2-7B,512,64,8.256656754994765,7937.3530891125865,,831438.7647058824,,,0.009546527568894852,
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,128,1,0.8322443639626727,307.60196293919506,,780325.0,,,0.0003941972420968123,
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,256,1,1.80854196799919,283.10097805827047,,715073.0,,,0.0003959050027875063,
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,512,1,3.1732723449822515,322.6952775166631,,773339.6153846154,,,0.00041727498643163747,
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,1024,1,6.164631573017687,332.2177450091265,,776499.68,,,0.00042784015700962874,
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,2048,1,12.69564939092379,322.6302077094425,,777300.7647058824,,,0.0004150648273599993,
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,128,16,0.9322605920024216,4393.621306250989,,890838.5,,,0.004932006537942611,
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,256,16,1.9626028869533911,4174.048685272594,,867352.25,,,0.0048124031329515714,
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,512,16,3.936709586996585,4161.85132226118,,838447.75,,,0.004963757517700036,
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,1024,16,8.467233153060079,3869.977288644469,,849401.0588235294,,,0.004556124869922597,
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,2048,16,21.39569393603597,3063.0462464047573,,824204.8488372093,,,0.0037163652345968507,
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,128,32,1.1402317910687998,7184.504119395938,,909730.2,,,0.007897400921059824,
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,256,32,2.3078455210197717,7099.261995993724,,904022.8,,,0.007852967863192967,
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,512,32,4.827880491036922,6787.243400252884,,884402.9,,,0.007674379403609921,
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,128,64,1.460713548003696,11216.435982531562,,1033726.3333333334,,,0.01085048878107155,
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,256,64,3.0652575180865824,10690.12955898553,,953102.2307692308,,,0.011216141578388428,
Habana Gaudi2,2,Deepspeed,Qwen/Qwen2-7B,512,64,6.523996638017707,10045.376114711316,,960252.1111111111,,,0.010461186180666425,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,128,1,0.8888375039678067,288.01664967691573,,724312.0,,,0.00039764169263648225,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,256,1,1.4053965240018442,364.3099945502129,,850265.8333333334,,,0.0004284659929495143,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,512,1,2.4543499550782144,417.21841576881707,,899820.1,,,0.0004636686997421119,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,1024,1,4.972908103023656,411.8314590922691,,880006.1,,,0.0004679870504218881,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,2048,1,9.928464299999177,412.5512139878812,,890481.65,,,0.0004632899667139477,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,128,16,0.7283024189528078,5624.037341369054,,955202.6666666666,,,0.005887794849856353,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,256,16,1.4864211858948693,5511.223923432021,,1092544.5,,,0.005044393087358933,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,512,16,2.992849483038299,5474.3815527158395,,1027496.6666666666,,,0.0053278825424080915,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,1024,16,6.237394630094059,5253.4755203561435,,1024717.24,,,0.005126756255565822,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,2048,16,14.427138117956929,4542.550259391344,,1013839.8448275862,,,0.0044805402772109945,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,128,32,1.1361963480012491,7210.0214143541625,,945536.4,,,0.0076253240111688585,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,256,32,1.6740051589440554,9787.30556023785,,1188420.4285714286,,,0.008235558161856013,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,512,32,3.399353038985282,9639.481284880418,,1124483.2142857143,,,0.008572365654211687,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,128,64,1.2289725500158966,13331.46130870708,,1052501.2,,,0.01266645711064945,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,256,64,2.2253023870289326,14725.189794879756,,1266601.0,,,0.011625752541549988,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,512,64,4.4926751049933955,14587.300098144164,,1236464.1666666667,,,0.011797592272705703,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,128,1,0.925874526030384,276.4953487786087,,712975.25,,,0.0003878049746868614,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,256,1,1.8875635479344055,271.24914578917924,,713458.125,,,0.00038018930093364515,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,512,1,3.8012982979416847,269.3816479897072,,713937.0,,,0.00037731851408416594,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,1024,1,7.7214446710422635,265.2353396613221,,713863.8064516129,,,0.0003715489386970346,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,2048,1,15.947625146945938,256.8407497830113,,716232.21875,,,0.0003585998270662287,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,128,16,1.1392229530028999,3595.4331759233555,,778743.4,,,0.004616967766177351,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,256,16,2.380855828989297,3440.7795298876226,,770789.6,,,0.004463967248504161,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,512,16,5.1822265919763595,3161.5753786928854,,763921.0952380953,,,0.004138615098340098,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,128,32,1.3450787180336192,6090.349873333768,,821765.5,,,0.007411299054698412,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,256,32,2.8852321750018746,5678.572470511616,,794495.1666666666,,,0.007147397125568773,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,128,64,1.7828293509082869,9189.8868456776,,852743.75,,,0.010776844562833324,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,256,64,3.929808452958241,8338.319893259235,,845138.5625,,,0.009866216338056679,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,128,1,1.1498785990988836,222.63219804300866,,668349.4,,,0.00033310750042269603,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,256,1,1.7257729140110314,296.6786625535874,,727151.8571428572,,,0.0004080009693151365,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,512,1,3.163349720998667,323.7074905763894,,758115.3846153846,,,0.00042698973948486246,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,1024,1,6.572617567027919,311.5957956041687,,751602.8888888889,,,0.00041457503717795395,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,2048,1,13.158009880105965,311.2932759073908,,759971.9245283019,,,0.0004096115472957817,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,128,16,1.1595715350704268,3532.339209888615,,815249.8,,,0.004332830513897231,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,256,16,2.1843630739022046,3750.2922924647282,,781311.7777777778,,,0.004799994572117399,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,512,16,4.248475808999501,3856.441871528125,,827500.1764705882,,,0.004660351720982617,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,128,32,1.2428092900663614,6591.518156066067,,891322.8,,,0.007395208734777194,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,256,32,2.4297555409139022,6743.065186647335,,892176.4,,,0.00755799546664464,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,128,64,1.5839733459288254,10343.608396006559,,942745.8571428572,,,0.01097178875689205,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,128,1,0.7424761439906433,344.79222271581307,,790140.3333333334,,,0.0004363683363197673,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,256,1,1.4419547889847308,355.07354593308384,,808216.5,,,0.000439329741391179,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,512,1,3.4416937980568036,297.52792086796194,,751751.7142857143,,,0.0003957795043416184,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,1024,1,6.242172061000019,328.0909241184715,,780548.08,,,0.00042033403518008976,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,2048,1,12.720352963078767,322.00364344360344,,800450.1568627451,,,0.0004022781939423345,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,128,16,0.9795707979938015,4181.423137958752,,922526.0,,,0.004532580261107819,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,256,16,1.6795918949646875,4877.375286555685,,948489.4285714285,,,0.005142255822399376,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,512,16,3.39676511392463,4823.412703114432,,955545.7857142857,,,0.005047809090078142,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,128,32,1.2275827990379184,6673.27695241432,,743469.8,,,0.008975854772331465,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,256,32,1.7329544660169631,9454.374203874566,,1121840.5714285714,,,0.008427555968879964,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,128,64,1.226612539961934,13357.111122073195,,1038932.8,,,0.012856568896538058,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,256,64,2.4651069910032675,13292.729329636048,,1032297.9,,,0.012876834612989184,
Habana Gaudi2,2,Deepspeed,meta-llama/Meta-Llama-3-70B,128,1,4.741651928052306,53.98962300152539,,873960.1052631579,,,6.177584385876354e-05,
Habana Gaudi2,2,Deepspeed,meta-llama/Meta-Llama-3-70B,256,1,9.672908395994455,52.93133967980291,,879766.717948718,,,6.016519902368971e-05,
Habana Gaudi2,2,Deepspeed,meta-llama/Meta-Llama-3-70B,512,1,19.244553504046053,53.209860118849214,,879518.2597402597,,,6.0498869158854314e-05,
Habana Gaudi2,2,Deepspeed,meta-llama/Meta-Llama-3-70B,1024,1,38.99493939592503,52.51963541233291,,871169.5448717949,,,6.0286353811945906e-05,
Habana Gaudi2,2,Deepspeed,meta-llama/Meta-Llama-3-70B,2048,1,78.3808371659834,52.25767098310132,,878988.2006369426,,,5.945207335574443e-05,
Habana Gaudi2,2,Deepspeed,meta-llama/Meta-Llama-3-70B,128,16,6.238152428995818,656.6046672667392,,960566.6,,,0.0006835597524073179,
Habana Gaudi2,4,Deepspeed,meta-llama/Meta-Llama-3-70B,128,1,2.993666238966398,85.5138748160474,,1127671.5,,,7.583225683725039e-05,
Habana Gaudi2,4,Deepspeed,meta-llama/Meta-Llama-3-70B,256,1,5.928964113001712,86.35572593148738,,1082387.6666666667,,,7.978262187468326e-05,
Habana Gaudi2,4,Deepspeed,meta-llama/Meta-Llama-3-70B,512,1,11.6687204670161,87.75598000607988,,1116472.6170212766,,,7.860110375139413e-05,
Habana Gaudi2,4,Deepspeed,meta-llama/Meta-Llama-3-70B,1024,1,23.454991101054475,87.31617041235745,,1112902.0,,,7.84580946142225e-05,
Habana Gaudi2,4,Deepspeed,meta-llama/Meta-Llama-3-70B,2048,1,47.71622486994602,85.84082272149443,,1108584.2513089005,,,7.743283617834418e-05,
Habana Gaudi2,4,Deepspeed,meta-llama/Meta-Llama-3-70B,128,16,3.6786448979983106,1113.4534899600633,,1262281.9333333333,,,0.0008820957193134692,
